م	Collective File Name	Context	Ambigous
3651	300-4 Social Sciences	اكتساب الحامل وزنا زائدا يعزز إصابة الطفل بالسمنة	['إصابة']
3653	300-4 Social Sciences	الإسعاف": 300 إصابة و20 حالة وفاة يوميا بسبب حوادث الطرق	['إصابة']
3655	300-4 Social Sciences	البجي يخلف 146 إصابة في العدان والفروانية والجهراء خلال أسبوع	['إصابة']
3657	300-4 Social Sciences	التأمينات": 65 ألف إصابة عمل خلال العام الماضي	['إصابة']
3659	300-4 Social Sciences	التعليم" تعتبر وفاة مراقبى الثانوية العامة "إصابة عمل"	['إصابة']
3661	300-4 Social Sciences	التعليم": 4 حالات إصابة بالغدة النكافية فى مدارس القاهرة	['إصابة']
3663	300-4 Social Sciences	الخياط": إصابة اثنين من شباب المصرى الديمقراطى بأحداث التحرير	['إصابة']
3665	300-4 Social Sciences	الداخلية": إصابة 31 ضابطا ومجندا فى الاشتباكات حتى الآن	['إصابة']
3667	300-4 Social Sciences	الرازي" تكمل 13 عاما بدون إصابة مقعدة	['إصابة']
3669	300-4 Social Sciences	الصحة السورية": 30 ألف إصابة بالليشمانيا الجلدية خلال 9 شهور	['إصابة']
3671	300-4 Social Sciences	الصحة العالمية": 2500 حالة إصابة مؤكدة بأنفلونزا الخنازير بالعالم	['إصابة']
3673	300-4 Social Sciences	الصحة" تعلن 11 إصابة جديدة بأنفلونزا الخنازير	['إصابة']
3675	300-4 Social Sciences	الصحة" تعلن إصابة 8 حالات بأنفلونزا الخنازير	['إصابة']
3677	300-4 Social Sciences	الصحة" تكتشف إصابة جديدة لمواطن بفيروس كورونا	['إصابة']
3679	300-4 Social Sciences	الصحة" تنفي أي إصابة بانفلونزا الطيور	['إصابة']
3681	300-4 Social Sciences	الصحة": 20 إصابة جديدة بأنفلونزا الخنازير	['إصابة']
3683	300-4 Social Sciences	الصحة": 5 حالات إصابة بميدان التحرير	['إصابة']
3685	300-4 Social Sciences	الصحة": إصابة 5 مجندين بالغدة النكافية بقوات أمن أسيوط	['إصابة']
3687	300-4 Social Sciences	الصحة": تسجيل (8) حالات إصابة جديدة بمرض أنفلونزا الخنازير	['إصابة']
3689	300-4 Social Sciences	الصحة: 18 حالة إصابة بمليونية اليوم	['إصابة']
3691	300-4 Social Sciences	الغربية" تغلق فصلا بعد إصابة طالبة بالأنفلونزا	['إصابة']
3693	300-4 Social Sciences	الكونكاكاف": 21 إصابة في 6 مباريات 7 منها لكوستاريكا	['إصابة']
3695	300-4 Social Sciences	إرجاء "عمومية" الزمالك وتفاقم إصابة عبد الهادي	['إصابة']
3697	300-4 Social Sciences	إصابة "بدون" وفلبيني في حادثين منفصلين	['إصابة']
3699	300-4 Social Sciences	إصابة العشرات بحالات اختناق في مسيرة المعصرة الأسبوعية	['إصابة']
3701	300-4 Social Sciences	إصابة مزارع لبناني بانفجار قنبلة عنقودية إسرائيلية في جنوب لبنان	['إصابة']
3703	300-4 Social Sciences	إصابتان بالأنفلونزا بالقليوبية والجيزة واشتباه فى إصابة 52 طالبا بالغربية	['إصابة']
3705	300-4 Social Sciences	إنجاب الأطفال يقلل من مخاطر إصابة الرجل بأمراض القلب	['إصابة']
3707	300-4 Social Sciences	إيدو سيغيب طويلا عن الملاعب بسبب إصابة خطرة	['إصابة']
3709	300-4 Social Sciences	أنباء عن إصابة الجندي الإسرائيلي جلعاد شاليت	['إصابة']
3711	300-4 Social Sciences	باكستان تحتج على إصابة اثنين من جنودها بنيران هندية	['إصابة']
3713	300-4 Social Sciences	تسجيل إصابة تاسعة لفيروس كورونا في الأردن	['إصابة']
3715	300-4 Social Sciences	غامدي النصر تعمد إصابة لاعبي الوحدة والحكم يتفرج	['إصابة']
3717	300-4 Social Sciences	وأسفر الحادث عن إصابة أربعة من طاقم الحرس بجراح.	['إصابة']
11341	800-2 Literature & rhetoric _ A	القول في إصابة العين ونحوها	['إصابة']
3719	300-4 Social Sciences	(ديسكفري) يودع السماء بآخر إقلاع له	['إقلاع']
3721	300-4 Social Sciences	الحب" يؤخر إقلاع الطائرة المتجهة إلى سوريا	['إقلاع']
3723	300-4 Social Sciences	الخدمات" تؤخر إقلاع طائرة إسرائيلية بمطار القاهرة	['إقلاع']
3725	300-4 Social Sciences	إقلاع (138) مراجعا عن آفة التدخين بنجران	['إقلاع']
3727	300-4 Social Sciences	بطانية" تؤخر إقلاع طائرة متجهة إلى بروكسل	['إقلاع']
11315	500-600-2 Mathematics, Natural & Applied Sciences _ A	ابن ماسويه: خاصة الكبر أبرأ وجع الطحال .	['أبرأ']
11677	900-2 Geography & history _ A	الجديف: مصغر، موضع بالحجاز وهو أبرق أسفل رمل.	['أبرق']
11841	900-3 Geography & history _ A	أبرق حماها مثل قلبي عاشق	['أبرق']
79	000-4 Generalities	الصبر سلامة، أبشر يا فتى، أن الفرج قد أتى .	['أتى']
81	000-4 Generalities	عندما أتى السيد بيرزادا لتناول العشاء.	['أتى']
3729	300-4 Social Sciences	«مورينهو» أتى بما لم يأت به الأوائل!	['أتى']
3731	300-4 Social Sciences	الأسوانى": الجنزورى أتى بوزير داخلية متورط فى مذبحة السودانيين	['أتى']
3733	300-4 Social Sciences	إخماد حريق بالشواربى أتى على 8 محلات و3 شقق	['أتى']
3735	300-4 Social Sciences	خبراء: من أين أتى نظيف بهذا البيان؟	['أتى']
3737	300-4 Social Sciences	ما الجديد الذي أتى به العيد؟!	['أتى']
11343	800-2 Literature & rhetoric _ A	الحظ أتى من لا يأتيه	['أتى']
83	000-4 Generalities	[تصنيف: أثر اقتصادي في جائحة فيروس كورونا في الولايات المتحدة]	['أثر']
85	000-4 Generalities	15- أثر الزراعة في الشعر الجاهلي: ماجستير- نوقشت.	['أثر']
87	000-4 Generalities	3. أثر القصود في التصرفات والعقود .	['أثر']
89	000-4 Generalities	6. أثر التأويل النحوي في فهم النص.	['أثر']
91	000-4 Generalities	أثر العلوم الهندية في العصر العباسي.	['أثر']
93	000-4 Generalities	مما أثر على التركيبة السكانية، وارتفاع معدلات التضخم الإقتصادي .	['أثر']
3295	200-1 Religion _ A	باب الاغتسال فى قصعة فيها أثر العجين.	['أثر']
3739	300-4 Social Sciences	{المركزي}: ما أثر تقلبات أسعار الصرف؟	['أثر']
3741	300-4 Social Sciences	ابتعادي عن أجواء المباريات أثر على مستواي	['أثر']
3743	300-4 Social Sciences	استعدادنا جيد وتعدد المدربين أثر على مستوى التعاون	['أثر']
3745	300-4 Social Sciences	اقتفى أثر العراق فلم يعثر عليه	['أثر']
3747	300-4 Social Sciences	البورصة النهارده" يناقش أثر الإضرابات الفئوية	['أثر']
3749	300-4 Social Sciences	الثقافة" تسجل مستشفى العباسية "أثر إسلامى"	['أثر']
3751	300-4 Social Sciences	المركزي الكويتي": الدينار يقتفي أثر أسواق الصرف العالمية	['أثر']
3753	300-4 Social Sciences	أثر الإدارة الرشيدة على الاستثمارات" في 21 الجاري	['أثر']
3755	300-4 Social Sciences	أثر التهديد في حياة الطفل" محاضرة بالخبر	['أثر']
3757	300-4 Social Sciences	أثر شبكات المحمول والمخلفات الإلكترونية على الصحة والبيئة" ندوة بـ"الصحفيين"	['أثر']
3759	300-4 Social Sciences	بوتين": "الناتو" أثر متبق من زمن الحرب الباردة	['أثر']
3761	300-4 Social Sciences	وتقريره أثر على غيركم!	['أثر']
11843	900-3 Geography & history _ A	المقدمة الرابعة في أثر الهواء في أخلاق البشر	['أثر']
3763	300-4 Social Sciences	CNNArabic.com - لبنان والسياسات الدولية: أثمان الحرب والسلام	['أثمان']
3765	300-4 Social Sciences	ترو: المعارضة ودمشق تعرقلان التأليف للحصول على أثمان كبيرة	['أثمان']
3767	300-4 Social Sciences	دنيا بدونك مالها عندي أثمان	['أثمان']
11845	900-3 Geography & history _ A	فرأيته قد كره هذا أن جعلت قومه أثمان العباء، فقلت: 	['أثمان']
95	000-4 Generalities	(20.25%) من أجر العامل موزعة كما يلي: 	['أجر']
97	000-4 Generalities	تحصيل أجر ممن ينتفع بمياه ترعة الإسماعيلية.	['أجر']
99	000-4 Generalities	وإذا فسدت المساقاة، فللعامل أجر مثله، كالإجارة الفاسدة.	['أجر']
3503	200-3 Religion _ A	إلا الذين آمنوا وعملوا الصالحات فلهم أجر غير ممنون	['أجر']
3769	300-4 Social Sciences	100مليون جنيه أجر عادل إمام عن ثلاثة أفلام	['أجر']
3771	300-4 Social Sciences	50 ألف دولار أجر ريهانا خلال ساعة	['أجر']
3773	300-4 Social Sciences	ارسنال مستعد لزيادة أجر هنري من أجل الاحتفاظ به	['أجر']
3775	300-4 Social Sciences	التأمينات والمعاشات" بالمنوفية ترفض الإضراب وتعمل السبت بدون أجر	['أجر']
3777	300-4 Social Sciences	التعليم الأهلي يناقش أجر الحصة والتصدي للغياب بمدارسه الليلية	['أجر']
3779	300-4 Social Sciences	فليفل" يوافق على زيادة أجر عمال النظافة بدمياط	['أجر']
11345	800-2 Literature & rhetoric _ A	واصبر فإن الله لا يضيع أجر المحسنين .	['أجر']
101	000-4 Generalities	أجمع المسلمون على وجوب الإيمان بالقدر خيره وشره من الله.	['أجمع']
3781	300-4 Social Sciences	«الأعلى للتخطيط» أجمع على أهمية مؤتمر الحوار الوطني	['أجمع']
3783	300-4 Social Sciences	الجنزوري: العالم أجمع سيشهدعلى نزاهة الانتخابات	['أجمع']
3785	300-4 Social Sciences	السفير المؤمن: جريمة حلبجة عبرة للعالم أجمع	['أجمع']
3787	300-4 Social Sciences	سلامة: المبادرة أجمع عليها وزراء الإعلام العرب	['أجمع']
11263	400-3 Language _ A	اجتفت المال: اجترفه أجمع	['أجمع']
11347	800-2 Literature & rhetoric _ A	1001 - أجمع من نملة	['أجمع']
11847	900-3 Geography & history _ A	أجمع العلماء على كراهة السكنى -يعني ببغداد-.	['أجمع']
3399	200-2 Religion _ A	«اصرخ بالناس» وكان العباس أجهر الناس صوتا .	['أجهر']
103	000-4 Generalities	وحديث (أحل لكم ميتتان ودمان فأما الميتتان فالحوت والجراد	['أحل']
3297	200-1 Religion _ A	باب تحريم ما أحل الله عز وجل.	['أحل']
3789	300-4 Social Sciences	قصة الحادث الأليم الذي أحل بالرائد	['أحل']
3791	300-4 Social Sciences	جورج كلوني: لم أخلق للزواج	['أخلق']
105	000-4 Generalities	أدار معهد موسكو للفيزياء والتكنولوجيا، وجامعة موسكو الحكومية.	['أدار']
3793	300-4 Social Sciences	الرامزي: السالمية أدار ظهره لي	['أدار']
3795	300-4 Social Sciences	أدار الندوة نائب رئيـس التحــرير محمد البكر	['أدار']
3797	300-4 Social Sciences	أرفض أن أدار بالريموت كونترول	['أدار']
3799	300-4 Social Sciences	شهيب: "مايسترو" أدار بنجاح عملية الشتائم المنظمة	['أدار']
3	000-3 Generalities _ A	فمن واحد أدى رأيه إلى أن يفرد لغات القرآن	['أدى']
107	000-4 Generalities	أدى إياس أبو غزالة صوت أحدهم في الدبلجة العربية	['أدى']
109	000-4 Generalities	أدى صوت الشخصيتين الرئيسيتين الممثلة المصرية سهير البدراوي.	['أدى']
3801	300-4 Social Sciences	«الشيعي الحر»: الحريري أدى واجبه	['أدى']
3803	300-4 Social Sciences	الإحصاء": حظر التجول أدى لتخفيض الأسعار ببعض المحافظات	['أدى']
3805	300-4 Social Sciences	الحكم "قدورة" أدى التحية العسكرية لـ"عبد الحليم" الإنتاج	['أدى']
3807	300-4 Social Sciences	اهتراء المعدات أدى الى حريق "لاسامير" المغربية	['أدى']
3809	300-4 Social Sciences	إهمال "الكهرباء" أدى إلى تفاقم الحوادث	['أدى']
11679	900-2 Geography & history _ A	خطبة للحجاج وقد أرجف الناس بموته	['أرجف']
11849	900-3 Geography & history _ A	إذا أرجف الماء النسيم لوقته	['أرجف']
3811	300-4 Social Sciences	الأب أسعف ابنه بدلا من المدرسة الخاصة	['أسعف']
111	000-4 Generalities	الأنبا بيمن أسقف نقادة وقوص	['أسقف']
113	000-4 Generalities	أسقف أبرشية سانت أغاتا دي غوتي.	['أسقف']
115	000-4 Generalities	كارل من النمسا، أسقف فروتسواف	['أسقف']
3813	300-4 Social Sciences	«البابا» يفجر مفاجأة: أسقف الجيزة لم يعتذر عن «أحداث العمرانية»	['أسقف']
3815	300-4 Social Sciences	CNNArabic.com - ميركل تنتقد البابا بعد إنكار أسقف للهولوكوست علنا	['أسقف']
3817	300-4 Social Sciences	البيئة" تدرس طلبا بإزالة أسقف مبنى هيئة القصر	['أسقف']
3819	300-4 Social Sciences	أسكن الله الفقيدة فسيح جناته وألهم أهلها وذويها الصبر والسلوان.	['أسكن']
11613	800-3 Literature & rhetoric _ A	أسكن الياء في موالينا وهي في موضع نصب. وقال الآخر: 	['أسكن']
11065	400-2 Language _ A	وخد أسيل: وهو السهل اللين، وقد أسل أسالة.	['أسل']
11317	500-600-2 Mathematics, Natural & Applied Sciences _ A	رميتهم بزرة إذ تواصوا ... وسار بنحرها أسل الرماح	['أسل']
11851	900-3 Geography & history _ A	إذا غبت لم أحضر وإن جئت لم أسل	['أسل']
117	000-4 Generalities	الطاعون أصاب المدينة مسبقا.	['أصاب']
3299	200-1 Religion _ A	باب إذا أصاب ثوب المصلى امرأته إذا سجد .	['أصاب']
3821	300-4 Social Sciences	* الملل أصاب الجماهير من طريقة عرض البرنامج الجماهيري.	['أصاب']
3823	300-4 Social Sciences	«الاحتراف الورقي» أصاب الكرة الخليجية في مقتل!	['أصاب']
3825	300-4 Social Sciences	«انه الإرهاق الفكري الذي أصاب اليسار»	['أصاب']
3827	300-4 Social Sciences	الوفد": التعديل الوزارى أصاب القوى السياسية بالإحباط	['أصاب']
3829	300-4 Social Sciences	سنوات سجنا لعامل أصاب طالبا بعاهة مستديمة	['أصاب']
11349	800-2 Literature & rhetoric _ A	1644 - ربما أصاب الأعمى رشده	['أصاب']
119	000-4 Generalities	45 - من أطلق الرصاص على هند علام 2007	['أطلق']
121	000-4 Generalities	أطلق فريدريك ميسشر تسمية نوكلين على الحمض النووي .	['أطلق']
123	000-4 Generalities	ولذلك أطلق عليها أيضا اسم تناقض تولمان.	['أطلق']
3831	300-4 Social Sciences	الابن أطلق النار على والده لرفضه إعطائه نقود	['أطلق']
3833	300-4 Social Sciences	الداخلية": بلطجى بالمحلة أطلق النار على الشرطة أثناء محاولة ضبطه	['أطلق']
3835	300-4 Social Sciences	القبة الحديدية" تعترض صاروخا جديدا أطلق من قطاع غزة	['أطلق']
3837	300-4 Social Sciences	اهتمام الأمير محمد هو الذي أطلق فكرة جائزة الأداء المتميز	['أطلق']
3839	300-4 Social Sciences	دورة أطلق قواك الخفية" بغرفة أبها	['أطلق']
3841	300-4 Social Sciences	متى أطلق لسانك بالطلب فاعلم	['أطلق']
125	000-4 Generalities	أعدم بأمر من السلطان أحمد الثالث في يوليو 1716.	['أعدم']
3843	300-4 Social Sciences	الطاغية المقبور هل أعدم أم مازال حيا؟	['أعدم']
3845	300-4 Social Sciences	النزاع (أعدم) القدرة الشرائية للسوريين	['أعدم']
3847	300-4 Social Sciences	إيراني أعدم مرة.. وينتظر الإعدام مرة أخرى!	['أعدم']
3849	300-4 Social Sciences	عشماوى أعدم أباه لأنه منحرف	['أعدم']
127	000-4 Generalities	الحالة الاجتماعية: أعزب ولديه ابنة.	['أعزب']
3851	300-4 Social Sciences	لماذا الرجل "أعزب" والمرأة "عانس"؟!	['أعزب']
11351	800-2 Literature & rhetoric _ A	1271 - أعزب رأيا من حاقن	['أعزب']
129	000-4 Generalities	13. باربرا كي – كاتبة أعمدة صحفية كندية.	['أعمدة']
131	000-4 Generalities	الألواح umbrellas السقوف عن أنفاق؛ أعمدة دائرية للاستخدام الخارجي	['أعمدة']
3853	300-4 Social Sciences	«القاهرة» تضىء أعمدة «التحرير» بمساعدة شباب «الإخوان»	['أعمدة']
3855	300-4 Social Sciences	14 مليون جنيه لتجديد أعمدة الإنارة بالمنوفية	['أعمدة']
3857	300-4 Social Sciences	البلدية توزع أعمدة إنارة وحاويات قمامة	['أعمدة']
3859	300-4 Social Sciences	أعمدة انارة تحطم سيارتين وتغلق شارعا بالقطيف	['أعمدة']
3861	300-4 Social Sciences	تعرية" أعمدة سيناي في النبطية من أسلاكها	['أعمدة']
3863	300-4 Social Sciences	شئون الحرمين": شروخ أعمدة المطاف خارجية ولا تشكل خطورة	['أعمدة']
133	000-4 Generalities	كما كان أعيان بجاية يتحصنون فيها أثناء الأحداث التاريخية المختلفة.	['أعيان']
3401	200-2 Religion _ A	وبينت السنة أعيان الزكاة، من الذهب والورق والزرع والماشية.	['أعيان']
3865	300-4 Social Sciences	250جولة تفقدية على أعيان الأوقاف الخيرية بمكة المكرمة	['أعيان']
3867	300-4 Social Sciences	الأردن: زلزال سياسي بعد الاعتداءات يبدأ بتعيين مجلس أعيان جديد	['أعيان']
3869	300-4 Social Sciences	أعيان الشرقية والخليج يؤدون صلاة الميت على الشيخ سليمان القصيبي	['أعيان']
11265	400-3 Language _ A	فجمع العين الباصرة على أعيان في الموضعين	['أعيان']
11853	900-3 Geography & history _ A	الدرر الكامنة في أعيان المئة الثامنة - ابن حجر العسقلاني	['أعيان']
11855	900-3 Geography & history _ A	أعيان مباشري الدولة من المتعممين	['أعيان']
135	000-4 Generalities	أقام الإسرائيليون على أراضيها مستعمرة مافو حورون.	['أقام']
137	000-4 Generalities	أقام العديد من الحفلات الغنائية في سوريا ولبنان.	['أقام']
139	000-4 Generalities	أقام في طولكرم واشتغل تاجرا (حتى عام 1936).	['أقام']
3871	300-4 Social Sciences	الانتحاري الذي نفذ هجوم أنقرة أقام في ألمانيا	['أقام']
3873	300-4 Social Sciences	بالفيديو: مصرى يمتلك متحف أقام به بيتهوفن فى فيينا	['أقام']
11857	900-3 Geography & history _ A	أقام بالقاهرة زمانا طويلا، وأوسع بها الآمال إنعاما وتنويلا.	['أقام']
141	000-4 Generalities	الصلب أثناء تشغيل الجهاز، لحل هذه المشكلة أقلع من القرص	['أقلع']
3875	300-4 Social Sciences	أقلع عن التدخين بـ16 يورو أسبوعيا	['أقلع']
3877	300-4 Social Sciences	أقلع عن إدمانك على شخص ما	['أقلع']
11859	900-3 Geography & history _ A	أنه أقلع عن شرب الخمر والمناظرة وأقبل على النسك والخير	['أقلع']
143	000-4 Generalities	ألقى العديد من الأمسيات الشعرية في الوطن والمهجر.	['ألقى']
3879	300-4 Social Sciences	«هندي» يبلغ عن مواطن ألقى خطبة بمسجد فى الجبيل	['ألقى']
3881	300-4 Social Sciences	اعتقال رجل ألقى طردا مشبوها على البيت الأبيض	['ألقى']
3883	300-4 Social Sciences	اعتقال مشجع ألقى زجاجة بلاستيكية على بولت	['ألقى']
3885	300-4 Social Sciences	السجن سنتين لابن ألقى أباه المريض في البحر	['ألقى']
3887	300-4 Social Sciences	أطباء التحرير": الأمن ألقى قنابل غاز بمحيط مستشفى الجلاء للولادة	['ألقى']
145	000-4 Generalities	(8) أمر الرسول بالتسبيح آناء الليل وأطراف النهار.	['أمر']
147	000-4 Generalities	2. الحد من العيوب أمر مفضل في فحص الجودة والتصحيح.	['أمر']
149	000-4 Generalities	4. أمر تأسيس الهيئة لسنة 2007م	['أمر']
